Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,95532316.87,0.16,682866.7766990291,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,29853849.02,0.05,682866.7766990291,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,11941539.61,0.02,682866.7766990291,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,71649237.65,0.12,682866.7766990291,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,113444626.28,0.19,682866.7766990291,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,65678467.85,0.11,682866.7766990291,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,101503086.67,0.17,682866.7766990291,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,784.8154104081842,522.0253617321575,665.2925982937202,443.91718426501035,323241763.52,0.15,3567715.2300000004,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,47766158.43,0.08,682866.7766990291,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,41795388.63,0.07,682866.7766990291,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,65678467.85,0.11,682866.7766990291,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1135.5782881002087,755.8970588235294,963.7933754598068,642.2039957939012,89561547.06,0.15,682866.7766990291,tons/km2
