Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,66337270.59,0.1,873462.6116504854,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,112773360.01,0.17,873462.6116504854,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,79604724.71,0.12,873462.6116504854,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,26534908.24,0.04,873462.6116504854,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,119407087.07,0.18,873462.6116504854,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,86238451.77,0.13,873462.6116504854,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,126040814.13,0.19,873462.6116504854,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,759.7539591210476,336.296505338413,657.7033922952857,259.9404614239643,51032408.71,0.02,5068535.8,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,106139632.95,0.16,873462.6116504854,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,46436089.42,0.07,873462.6116504854,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,53069816.48,0.08,873462.6116504854,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,106139632.95,0.16,873462.6116504854,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,19901181.18,0.03,873462.6116504854,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,112773360.01,0.17,873462.6116504854,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,66337270.59,0.1,873462.6116504854,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,53069816.48,0.08,873462.6116504854,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,119407087.07,0.18,873462.6116504854,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,26534908.24,0.04,873462.6116504854,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,106139632.95,0.16,873462.6116504854,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,106139632.95,0.16,873462.6116504854,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,759.7539591210476,336.296505338413,657.7033922952857,259.9404614239643,204129634.84,0.08,5068535.8,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,99505905.89,0.15,873462.6116504854,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,26534908.24,0.04,873462.6116504854,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,72970997.65,0.11,873462.6116504854,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,1145.6747477139295,507.1282825169772,993.0767002177549,392.01884517232673,66337270.59,0.1,873462.6116504854,tons/km2
