Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,11324776.8,0.02,815081.2038834952,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,16987165.19,0.03,815081.2038834952,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,16987165.19,0.03,815081.2038834952,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,11324776.8,0.02,815081.2038834952,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,56623883.98,0.1,815081.2038834952,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,39636718.79,0.07,815081.2038834952,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,79273437.57,0.14,815081.2038834952,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,653.193961295552,435.20529841564,500.28374301842837,332.9611650485437,45814117.49,0.02,4768220.7,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,84935825.97,0.15,815081.2038834952,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,101922991.16,0.18,815081.2038834952,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,11324776.8,0.02,815081.2038834952,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,84935825.97,0.15,815081.2038834952,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,67948660.78,0.12,815081.2038834952,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,113247767.96,0.2,815081.2038834952,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,67948660.78,0.12,815081.2038834952,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,22649553.59,0.04,815081.2038834952,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,62286272.38,0.11,815081.2038834952,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,28311941.99,0.05,815081.2038834952,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,33974330.39,0.06,815081.2038834952,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,96260602.77,0.17,815081.2038834952,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,653.193961295552,435.20529841564,500.28374301842837,332.9611650485437,297791763.71,0.13,4768220.7,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,22649553.59,0.04,815081.2038834952,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,79273437.57,0.14,815081.2038834952,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,107585379.56,0.19,815081.2038834952,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,56623883.98,0.1,815081.2038834952,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,96260602.77,0.17,815081.2038834952,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,96260602.77,0.17,815081.2038834952,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,101922991.16,0.18,815081.2038834952,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,96260602.77,0.17,815081.2038834952,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,90598214.37,0.16,815081.2038834952,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,945.3903002309469,630.4415584415584,722.0963848240098,480.88121546961327,22649553.59,0.04,815081.2038834952,tons/km2
