scenario,subregion,management,level,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Unit
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",ArkWhtRedR,IRR,hi,0.930035,1.14344,1.2005,1.27112,1.32375,1.29965,1.2494,1.2087,1.17842,1.18569,1.18357,1.21019,1.21452,1.22095,1.20389,1.19431,1.1916,1.19209,1.19094,1.18742,1.18304,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",ArkWhtRedR,IRR,lo,0.930035,1.14344,1.2005,1.27112,1.30205,1.29124,1.26453,1.2451,1.23285,1.23998,1.24103,1.24867,1.24391,1.24023,1.2255,1.2149,1.20817,1.20221,1.19501,1.18594,1.17668,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",ArkWhtRedR,RFD,hi,3.20101,3.93549,4.13189,4.37495,4.74046,4.83235,4.80814,4.87329,4.95801,5.19884,5.39269,5.529,5.5585,5.59872,5.52486,5.48709,5.48255,5.49382,5.49487,5.48496,5.47106,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",ArkWhtRedR,RFD,lo,3.20101,3.93549,4.13189,4.37495,4.52706,4.53204,4.47885,4.46337,4.46833,4.53241,4.5713,4.58932,4.5677,4.54952,4.49804,4.45978,4.434,4.4097,4.38095,4.3458,4.31064,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",California,IRR,hi,0.338378,0.416021,0.436782,0.462476,0.538881,0.58148,0.612147,0.587713,0.573722,0.574845,0.570871,0.584048,0.586586,0.590294,0.582287,0.576156,0.572782,0.565847,0.543244,0.453891,0.445148,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",California,IRR,lo,0.338378,0.416021,0.436782,0.462476,0.49882,0.515659,0.525795,0.511115,0.502027,0.49925,0.494582,0.496857,0.494944,0.493544,0.488482,0.484569,0.482004,0.478289,0.469622,0.435103,0.430412,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",California,RFD,hi,0.0243555,0.029944,0.0314383,0.0332877,0.0360157,0.036341,0.0359498,0.0337058,0.0321514,0.0314801,0.0306084,0.0312918,0.031451,0.0316784,0.0313197,0.0311611,0.0311853,0.031196,0.0310001,0.0297609,0.0297159,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",California,RFD,lo,0.0243555,0.029944,0.0314383,0.0332877,0.0352555,0.0358959,0.0360953,0.0348046,0.0339296,0.0335434,0.0330292,0.033273,0.0332059,0.033183,0.0328621,0.0326572,0.0325672,0.0324421,0.0321145,0.0307257,0.0305865,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatBasin,IRR,hi,0.0167789,0.0248346,0.0260739,0.0276077,0.0328694,0.0360906,0.0385751,0.0373774,0.0369056,0.0372057,0.037112,0.037969,0.0380808,0.0381881,0.0375902,0.0372243,0.0369998,0.0366647,0.0362046,0.0355613,0.0347552,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatBasin,IRR,lo,0.0167789,0.0248346,0.0260739,0.0276077,0.0301701,0.0315298,0.0324617,0.0317811,0.0314136,0.031366,0.0311593,0.0312912,0.0311014,0.0308778,0.0304669,0.0301249,0.0298081,0.0294108,0.0289234,0.0283116,0.0275862,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatBasin,RFD,hi,0.0123517,0.0182819,0.0191942,0.0203233,0.0240841,0.0263326,0.028041,0.0271388,0.0267676,0.026956,0.0268612,0.0274886,0.0275832,0.0276789,0.0272619,0.0270164,0.0268779,0.0266652,0.0263693,0.0259491,0.0254207,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatBasin,RFD,lo,0.0123517,0.0182819,0.0191942,0.0203233,0.0221863,0.0231695,0.0238427,0.0233359,0.0230636,0.0230292,0.0228783,0.0229873,0.022862,0.0227157,0.0224262,0.0221912,0.0219792,0.0217127,0.0213854,0.0209732,0.0204849,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatLakes,IRR,hi,0.186507,0.229303,0.238671,0.236837,0.246089,0.24204,0.233861,0.227467,0.222716,0.224375,0.224143,0.227919,0.227825,0.227795,0.224436,0.222287,0.221169,0.220583,0.219453,0.217606,0.215471,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatLakes,IRR,lo,0.186507,0.229303,0.238671,0.236837,0.241892,0.240114,0.236247,0.233492,0.231927,0.233268,0.233346,0.233338,0.231385,0.229301,0.226258,0.223791,0.221786,0.219866,0.217565,0.214657,0.211604,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatLakes,RFD,hi,8.29866,10.2028,10.6197,10.5381,11.4141,11.6707,11.6918,11.9292,12.2109,12.8306,13.3296,13.5831,13.5915,13.6052,13.4028,13.2776,13.2182,13.194,13.1364,13.0356,12.9173,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",GreatLakes,RFD,lo,8.29866,10.2028,10.6197,10.5381,10.8775,10.9024,10.8285,10.8319,10.8793,11.032,11.1166,11.088,10.9819,10.8683,10.7272,10.6087,10.5079,10.4078,10.2913,10.1472,9.99765,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissouriR,IRR,hi,3.24666,3.99162,4.19081,4.43734,4.65513,4.6122,4.4866,4.38412,4.30408,4.36226,4.38525,4.50121,4.53388,4.56854,4.52014,4.49689,4.49454,4.50523,4.50385,4.48915,4.46175,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissouriR,IRR,lo,3.24666,3.99162,4.19081,4.43734,4.57519,4.57384,4.52933,4.49966,4.48082,4.53426,4.56455,4.60799,4.60465,4.5994,4.55787,4.52862,4.50876,4.49311,4.46844,4.43253,4.38665,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissouriR,RFD,hi,24.9204,30.6385,32.1674,34.0597,37.101,38.0639,38.263,38.9711,39.7406,41.7746,43.422,44.6569,45.0227,45.421,44.9392,44.7214,44.726,44.8719,44.8973,44.7908,44.5575,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissouriR,RFD,lo,24.9204,30.6385,32.1674,34.0597,35.457,35.7582,35.7183,35.8681,36.0715,36.7774,37.2737,37.5483,37.4837,37.4008,37.0745,36.8341,36.6581,36.5076,36.2887,35.9824,35.6004,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissppRN,IRR,hi,0.399501,0.450187,0.430765,0.421723,0.439713,0.433989,0.422134,0.413558,0.407842,0.412582,0.413454,0.421732,0.423619,0.425305,0.421013,0.418731,0.418178,0.418696,0.41844,0.417231,0.415351,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissppRN,IRR,lo,0.399501,0.450187,0.430765,0.421723,0.432213,0.430536,0.42644,0.424511,0.424705,0.428932,0.430425,0.431755,0.430233,0.428112,0.424427,0.421559,0.419339,0.41733,0.414835,0.411571,0.40789,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissppRN,RFD,hi,36.4359,41.0585,39.2872,38.4626,41.8039,42.8932,43.2584,44.4557,45.8333,48.3584,50.3971,51.5151,51.7978,52.0618,51.5289,51.2599,51.219,51.3223,51.3272,51.2138,51.0159,thous km2
"GCAM_SSP2,date=2021-25-4T22:02:38+20:00",MissppRN,RFD,lo,36.4359,41.0585,39.2872,38.4626,39.8387,40.0694,40.0643,40.3665,40.8351,41.5795,42.03,42.052,41.8523,41.5885,41.2417,40.9559,40.7165,40.4844,40.2103,39.8654,39.4848,thous km2
