Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,47929300.12,0.07,738196.1747572816,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,82164514.5,0.12,738196.1747572816,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,82164514.5,0.12,738196.1747572816,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,34235214.37,0.05,738196.1747572816,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,116399728.87,0.17,738196.1747572816,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,75317471.62,0.11,738196.1747572816,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,34235214.37,0.05,738196.1747572816,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,832.0426123894331,554.6926469767182,706.4629311252237,470.9782684163021,348117923.14,0.14,3878916.5,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,68470428.75,0.1,738196.1747572816,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,102705643.12,0.15,738196.1747572816,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,102705643.12,0.15,738196.1747572816,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,95858600.25,0.14,738196.1747572816,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,34235214.37,0.05,738196.1747572816,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,123246771.75,0.18,738196.1747572816,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,136940857.5,0.2,738196.1747572816,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,123246771.75,0.18,738196.1747572816,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,116399728.87,0.17,738196.1747572816,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,130093814.62,0.19,738196.1747572816,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,95858600.25,0.14,738196.1747572816,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,109552686.0,0.16,738196.1747572816,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,832.0426123894331,554.6926469767182,706.4629311252237,470.9782684163021,74596697.82,0.03,3878916.5,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,123246771.75,0.18,738196.1747572816,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,20541128.62,0.03,738196.1747572816,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,34235214.37,0.05,738196.1747572816,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,1204.3038494908444,802.8699159836592,1021.7847188903324,681.1896355815276,6847042.87,0.01,738196.1747572816,tons/km2
