Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,20832927.07,0.04,805610.9320388349,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,88539940.04,0.17,805610.9320388349,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,36457622.37,0.07,805610.9320388349,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,98956403.58,0.19,805610.9320388349,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,67707012.97,0.13,805610.9320388349,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,67707012.97,0.13,805610.9320388349,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,67707012.97,0.13,805610.9320388349,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,626.6982541072256,418.0427239663894,444.2539261914968,297.0662162162162,430206416.68,0.2,4817376.2,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,46874085.91,0.09,805610.9320388349,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,36457622.37,0.07,805610.9320388349,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,26041158.84,0.05,805610.9320388349,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,52082317.67,0.1,805610.9320388349,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,57290549.44,0.11,805610.9320388349,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,62498781.21,0.12,805610.9320388349,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,52082317.67,0.1,805610.9320388349,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,907.7860360360361,604.1167883211679,644.4039548536014,429.6719160104987,93748171.81,0.18,805610.9320388349,tons/km2
