Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,65243001.28,0.1,815784.8834951456,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,123961702.43,0.19,815784.8834951456,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,58718701.15,0.09,815784.8834951456,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,110913102.18,0.17,815784.8834951456,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,39145800.77,0.06,815784.8834951456,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,13048600.26,0.02,815784.8834951456,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,52194401.02,0.08,815784.8834951456,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,717.4178365556133,478.27783127948135,609.1412350021542,406.09324687927307,100519909.41,0.04,4546498.65,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,39145800.77,0.06,815784.8834951456,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,71767301.41,0.11,815784.8834951456,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,19572900.38,0.03,815784.8834951456,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,58718701.15,0.09,815784.8834951456,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,6524300.13,0.01,815784.8834951456,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,52194401.02,0.08,815784.8834951456,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,110913102.18,0.17,815784.8834951456,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,13048600.26,0.02,815784.8834951456,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,91340201.79,0.14,815784.8834951456,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,104388802.05,0.16,815784.8834951456,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1038.3950838644475,692.2662451955889,881.021196921533,587.3471496641598,13048600.26,0.02,815784.8834951456,tons/km2
