Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,34777331.31,0.07,792847.4466019417,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,49681901.87,0.1,792847.4466019417,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,74522852.81,0.15,792847.4466019417,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,84459233.19,0.17,792847.4466019417,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,14904570.56,0.03,792847.4466019417,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,94395613.56,0.19,792847.4466019417,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,19872760.75,0.04,792847.4466019417,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,615.845409379583,410.5629824891734,423.28936756091804,282.1932677115384,371758132.34,0.18,4770099.1,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,44713711.69,0.09,792847.4466019417,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,19872760.75,0.04,792847.4466019417,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,44713711.69,0.09,792847.4466019417,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,891.3806778282044,594.2558969070215,612.5214457416762,408.34696167206243,79491043.0,0.16,792847.4466019417,tons/km2
