Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,118956502.78,0.16,837158.4466019417,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,104086939.93,0.14,837158.4466019417,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,141260847.05,0.19,837158.4466019417,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,14869562.85,0.02,837158.4466019417,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,29739125.69,0.04,837158.4466019417,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,14869562.85,0.02,837158.4466019417,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,81782595.66,0.11,837158.4466019417,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,796.6649274160692,531.1078152887056,676.422607534468,450.9497599624891,324639203.84,0.11,4808295.0,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,89217377.08,0.12,837158.4466019417,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,29739125.69,0.04,837158.4466019417,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,133826065.62,0.18,837158.4466019417,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,44608688.54,0.06,837158.4466019417,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,29739125.69,0.04,837158.4466019417,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,89217377.08,0.12,837158.4466019417,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,133826065.62,0.18,837158.4466019417,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,118956502.78,0.16,837158.4466019417,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,89217377.08,0.12,837158.4466019417,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,74347814.24,0.1,837158.4466019417,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,796.6649274160692,531.1078152887056,676.422607534468,450.9497599624891,265613894.05,0.09,4808295.0,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,81782595.66,0.11,837158.4466019417,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,37173907.12,0.05,837158.4466019417,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,126391284.2,0.17,837158.4466019417,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,14869562.85,0.02,837158.4466019417,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,148695628.47,0.2,837158.4466019417,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,29739125.69,0.04,837158.4466019417,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,126391284.2,0.17,837158.4466019417,tons/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,126391284.2,0.17,837158.4466019417,tons/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,111521721.35,0.15,837158.4466019417,tons/km2
Lincolnland Agri-Energy,-87.759567,39.002704,OhioR,796.6649274160692,531.1078152887056,676.422607534468,450.9497599624891,206588584.26,0.07,4808295.0,tons/km2
Lumber 1 Construction,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,66913032.81,0.09,837158.4466019417,tons/km2
Midwest Ingredients Inc,-89.759969,40.788053,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,14869562.85,0.02,837158.4466019417,tons/km2
Monica Elevator CO,-89.759969,40.788053,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,14869562.85,0.02,837158.4466019417,tons/km2
Northern Grain Marketing,-89.528673,41.404133,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,126391284.2,0.17,837158.4466019417,tons/km2
P&K Quality Construction,-89.277259,39.545839,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,111521721.35,0.15,837158.4466019417,tons/km2
Path Construction Co Inc,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,44608688.54,0.06,837158.4466019417,tons/km2
Prentice Farmers Elevator,-90.247407,39.973553,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,44608688.54,0.06,837158.4466019417,tons/km2
"R.A. James Construction, Inc.",-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,59478251.39,0.08,837158.4466019417,tons/km2
Reyes Group Limited,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,29739125.69,0.04,837158.4466019417,tons/km2
Roanoke Farmers Association,-89.211128,40.788226,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,81782595.66,0.11,837158.4466019417,tons/km2
Robert P Johnson Grain Company,-90.201473,39.715563,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,111521721.35,0.15,837158.4466019417,tons/km2
Rock River Lumber & Grain Company,-89.9141,41.756286,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,126391284.2,0.17,837158.4466019417,tons/km2
Shore Sales CO Inc,-88.199166,40.140104,OhioR,796.6649274160692,531.1078152887056,676.422607534468,450.9497599624891,442689823.41,0.15,4808295.0,tons/km2
Siemer Milling Company,-88.589866,39.059805,OhioR,796.6649274160692,531.1078152887056,676.422607534468,450.9497599624891,501715133.2,0.17,4808295.0,tons/km2
Stanford Grain Company,-88.847333,40.490883,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,118956502.78,0.16,837158.4466019417,tons/km2
Top Ag Cooperative,-89.435552,38.88684,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Top Flight Grain,-88.591112,40.010348,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,118956502.78,0.16,837158.4466019417,tons/km2
Tremont Cooperative Grain Company,-89.513424,40.507537,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,89217377.08,0.12,837158.4466019417,tons/km2
Tri Central Cooperative - Main Ofc,-87.824344,40.747251,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
Twomey Company,-90.615017,40.848824,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,74347814.24,0.1,837158.4466019417,tons/km2
Union Iron Works Inc,-88.961566,39.859997,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,22304344.27,0.03,837158.4466019417,tons/km2
US NATIONAL CONSTRUCTION,-87.816836,41.840134,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,66913032.81,0.09,837158.4466019417,tons/km2
Wesemann Feeds,-88.77032,41.893537,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,104086939.93,0.14,837158.4466019417,tons/km2
Bazooka-Farmstar Inc,-91.717867,41.335614,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,66913032.81,0.09,837158.4466019417,tons/km2
Buckingham Co-Operative Company,-92.532561,42.079818,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,118956502.78,0.16,837158.4466019417,tons/km2
Clinton Feed & Grain,-90.531972,41.898036,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,126391284.2,0.17,837158.4466019417,tons/km2
Dandea Enterprises Inc,-91.599033,42.078966,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,148695628.47,0.2,837158.4466019417,tons/km2
Dunkerton Cooperative,-92.308832,42.470098,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,104086939.93,0.14,837158.4466019417,tons/km2
East Central Iowa Cooperative,-92.308832,42.470098,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,59478251.39,0.08,837158.4466019417,tons/km2
East Central Iowa Cooperative,-91.837854,42.470814,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,111521721.35,0.15,837158.4466019417,tons/km2
Farmers Cooperative,-93.240405,42.383881,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,96652158.51,0.13,837158.4466019417,tons/km2
Farmers Elevator & Exchange,-91.259615,41.218528,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,96652158.51,0.13,837158.4466019417,tons/km2
Gold Eagle Cooperative,-94.206724,43.204203,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,96652158.51,0.13,837158.4466019417,tons/km2
Gold Eagle Cooperative,-93.735145,42.733092,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,104086939.93,0.14,837158.4466019417,tons/km2
Gold Eagle Cooperative,-94.207168,42.776468,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,59478251.39,0.08,837158.4466019417,tons/km2
Gold-Eagle Cooperative,-93.735145,42.733092,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,89217377.08,0.12,837158.4466019417,tons/km2
Heartland Cooperative,-93.573539,41.685507,MissppRN,1153.0966258514493,768.7308320472708,978.3372151040372,652.2244613238257,89217377.08,0.12,837158.4466019417,tons/km2
