Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,103614997.64,0.2,801407.9805825243,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,103614997.64,0.2,801407.9805825243,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,31084499.29,0.06,801407.9805825243,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,31084499.29,0.06,801407.9805825243,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,88072747.99,0.17,801407.9805825243,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,25903749.41,0.05,801407.9805825243,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,72530498.35,0.14,801407.9805825243,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,626.7005526592238,417.799679598802,445.32034108600647,296.88122663955994,170942083.66,0.08,4783732.9,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,56988248.7,0.11,801407.9805825243,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,93253497.88,0.18,801407.9805825243,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,31084499.29,0.06,801407.9805825243,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,62168998.58,0.12,801407.9805825243,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,88072747.99,0.17,801407.9805825243,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,25903749.41,0.05,801407.9805825243,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,41445999.06,0.08,801407.9805825243,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,88072747.99,0.17,801407.9805825243,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,36265249.17,0.07,801407.9805825243,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,103614997.64,0.2,801407.9805825243,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,46626748.94,0.09,801407.9805825243,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,46626748.94,0.09,801407.9805825243,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,626.7005526592238,417.799679598802,445.32034108600647,296.88122663955994,320516406.87,0.15,4783732.9,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,36265249.17,0.07,801407.9805825243,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,20722999.53,0.04,801407.9805825243,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,77711248.23,0.15,801407.9805825243,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,93253497.88,0.18,801407.9805825243,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,88072747.99,0.17,801407.9805825243,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,72530498.35,0.14,801407.9805825243,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,103614997.64,0.2,801407.9805825243,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,103614997.64,0.2,801407.9805825243,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,67349748.47,0.13,801407.9805825243,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,25903749.41,0.05,801407.9805825243,tons/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,5180749.88,0.01,801407.9805825243,tons/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,82891998.11,0.16,801407.9805825243,tons/km2
Lincolnland Agri-Energy,-87.759567,39.002704,OhioR,626.7005526592238,417.799679598802,445.32034108600647,296.88122663955994,106838802.29,0.05,4783732.9,tons/km2
Lumber 1 Construction,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,10361499.76,0.02,801407.9805825243,tons/km2
Midwest Ingredients Inc,-89.759969,40.788053,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,36265249.17,0.07,801407.9805825243,tons/km2
Monica Elevator CO,-89.759969,40.788053,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,51807498.82,0.1,801407.9805825243,tons/km2
Northern Grain Marketing,-89.528673,41.404133,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,25903749.41,0.05,801407.9805825243,tons/km2
P&K Quality Construction,-89.277259,39.545839,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,25903749.41,0.05,801407.9805825243,tons/km2
Path Construction Co Inc,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,51807498.82,0.1,801407.9805825243,tons/km2
Prentice Farmers Elevator,-90.247407,39.973553,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,82891998.11,0.16,801407.9805825243,tons/km2
"R.A. James Construction, Inc.",-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,62168998.58,0.12,801407.9805825243,tons/km2
Reyes Group Limited,-87.816836,41.840134,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,15542249.65,0.03,801407.9805825243,tons/km2
Roanoke Farmers Association,-89.211128,40.788226,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,41445999.06,0.08,801407.9805825243,tons/km2
Robert P Johnson Grain Company,-90.201473,39.715563,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,20722999.53,0.04,801407.9805825243,tons/km2
Rock River Lumber & Grain Company,-89.9141,41.756286,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,98434247.76,0.19,801407.9805825243,tons/km2
Shore Sales CO Inc,-88.199166,40.140104,OhioR,626.7005526592238,417.799679598802,445.32034108600647,296.88122663955994,277780885.95,0.13,4783732.9,tons/km2
Siemer Milling Company,-88.589866,39.059805,OhioR,626.7005526592238,417.799679598802,445.32034108600647,296.88122663955994,213677604.58,0.1,4783732.9,tons/km2
Stanford Grain Company,-88.847333,40.490883,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,36265249.17,0.07,801407.9805825243,tons/km2
Top Ag Cooperative,-89.435552,38.88684,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,62168998.58,0.12,801407.9805825243,tons/km2
Top Flight Grain,-88.591112,40.010348,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,31084499.29,0.06,801407.9805825243,tons/km2
Tremont Cooperative Grain Company,-89.513424,40.507537,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,62168998.58,0.12,801407.9805825243,tons/km2
Tri Central Cooperative - Main Ofc,-87.824344,40.747251,MissppRN,907.091544565502,604.7268476097191,644.4029001303817,429.60266131332986,31084499.29,0.06,801407.9805825243,tons/km2
