Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,84146235.57,0.13,860821.4174757282,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,129455747.03,0.2,860821.4174757282,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,12945574.7,0.02,860821.4174757282,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,58255086.16,0.09,860821.4174757282,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,77673448.22,0.12,860821.4174757282,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,71200660.87,0.11,860821.4174757282,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,77673448.22,0.12,860821.4174757282,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,682.5827814569536,456.1418208619418,562.5089589007304,375.0076540941997,340953619.89,0.13,5052823.6,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,103564597.62,0.16,860821.4174757282,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,77673448.22,0.12,860821.4174757282,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,129455747.03,0.2,860821.4174757282,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,12945574.7,0.02,860821.4174757282,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,58255086.16,0.09,860821.4174757282,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,58255086.16,0.09,860821.4174757282,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,97091810.27,0.15,860821.4174757282,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,97091810.27,0.15,860821.4174757282,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,12945574.7,0.02,860821.4174757282,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,84146235.57,0.13,860821.4174757282,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,51782298.81,0.08,860821.4174757282,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,58255086.16,0.09,860821.4174757282,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,682.5827814569536,456.1418208619418,562.5089589007304,375.0076540941997,393408022.95,0.15,5052823.6,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,32363936.76,0.05,860821.4174757282,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,116510172.33,0.18,860821.4174757282,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,90619022.92,0.14,860821.4174757282,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,64727873.52,0.1,860821.4174757282,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,25891149.41,0.04,860821.4174757282,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,19418362.05,0.03,860821.4174757282,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,71200660.87,0.11,860821.4174757282,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,19418362.05,0.03,860821.4174757282,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,116510172.33,0.18,860821.4174757282,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,97091810.27,0.15,860821.4174757282,tons/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,97091810.27,0.15,860821.4174757282,tons/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,51782298.81,0.08,860821.4174757282,tons/km2
Lincolnland Agri-Energy,-87.759567,39.002704,OhioR,682.5827814569536,456.1418208619418,562.5089589007304,375.0076540941997,78681604.59,0.03,5052823.6,tons/km2
Lumber 1 Construction,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,71200660.87,0.11,860821.4174757282,tons/km2
Midwest Ingredients Inc,-89.759969,40.788053,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,38836724.11,0.06,860821.4174757282,tons/km2
Monica Elevator CO,-89.759969,40.788053,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,84146235.57,0.13,860821.4174757282,tons/km2
Northern Grain Marketing,-89.528673,41.404133,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,97091810.27,0.15,860821.4174757282,tons/km2
P&K Quality Construction,-89.277259,39.545839,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,32363936.76,0.05,860821.4174757282,tons/km2
Path Construction Co Inc,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,58255086.16,0.09,860821.4174757282,tons/km2
Prentice Farmers Elevator,-90.247407,39.973553,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,6472787.35,0.01,860821.4174757282,tons/km2
"R.A. James Construction, Inc.",-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,32363936.76,0.05,860821.4174757282,tons/km2
Reyes Group Limited,-87.816836,41.840134,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,45309511.46,0.07,860821.4174757282,tons/km2
Roanoke Farmers Association,-89.211128,40.788226,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,58255086.16,0.09,860821.4174757282,tons/km2
Robert P Johnson Grain Company,-90.201473,39.715563,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,64727873.52,0.1,860821.4174757282,tons/km2
Rock River Lumber & Grain Company,-89.9141,41.756286,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,90619022.92,0.14,860821.4174757282,tons/km2
Shore Sales CO Inc,-88.199166,40.140104,OhioR,682.5827814569536,456.1418208619418,562.5089589007304,375.0076540941997,340953619.89,0.13,5052823.6,tons/km2
Siemer Milling Company,-88.589866,39.059805,OhioR,682.5827814569536,456.1418208619418,562.5089589007304,375.0076540941997,498316829.07,0.19,5052823.6,tons/km2
Stanford Grain Company,-88.847333,40.490883,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,64727873.52,0.1,860821.4174757282,tons/km2
Top Ag Cooperative,-89.435552,38.88684,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,64727873.52,0.1,860821.4174757282,tons/km2
Top Flight Grain,-88.591112,40.010348,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,25891149.41,0.04,860821.4174757282,tons/km2
Tremont Cooperative Grain Company,-89.513424,40.507537,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,77673448.22,0.12,860821.4174757282,tons/km2
Tri Central Cooperative - Main Ofc,-87.824344,40.747251,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,38836724.11,0.06,860821.4174757282,tons/km2
Twomey Company,-90.615017,40.848824,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,25891149.41,0.04,860821.4174757282,tons/km2
Union Iron Works Inc,-88.961566,39.859997,MissppRN,991.134396355353,660.1436170212766,814.0629770992366,542.3849885087328,97091810.27,0.15,860821.4174757282,tons/km2
