Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,96325825.38,0.15,856887.9029126214,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,109169268.76,0.17,856887.9029126214,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,83482382.0,0.13,856887.9029126214,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,25686886.77,0.04,856887.9029126214,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,12843443.38,0.02,856887.9029126214,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,89904103.69,0.14,856887.9029126214,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,51373773.54,0.08,856887.9029126214,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,711.7089365780198,405.392018654129,590.0824735153042,324.7704435204435,254174651.22,0.1,5003551.6,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,128434433.84,0.2,856887.9029126214,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,32108608.46,0.05,856887.9029126214,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,102747547.07,0.16,856887.9029126214,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,89904103.69,0.14,856887.9029126214,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,89904103.69,0.14,856887.9029126214,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,38530330.15,0.06,856887.9029126214,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,38530330.15,0.06,856887.9029126214,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,12843443.38,0.02,856887.9029126214,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,44952051.84,0.07,856887.9029126214,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,64217216.92,0.1,856887.9029126214,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,109169268.76,0.17,856887.9029126214,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,19265165.08,0.03,856887.9029126214,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,711.7089365780198,405.392018654129,590.0824735153042,324.7704435204435,228757186.1,0.09,5003551.6,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,96325825.38,0.15,856887.9029126214,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,96325825.38,0.15,856887.9029126214,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,12843443.38,0.02,856887.9029126214,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,38530330.15,0.06,856887.9029126214,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,44952051.84,0.07,856887.9029126214,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,51373773.54,0.08,856887.9029126214,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,77060660.3,0.12,856887.9029126214,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,19265165.08,0.03,856887.9029126214,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,32108608.46,0.05,856887.9029126214,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,128434433.84,0.2,856887.9029126214,tons/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,109169268.76,0.17,856887.9029126214,tons/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,32108608.46,0.05,856887.9029126214,tons/km2
Lincolnland Agri-Energy,-87.759567,39.002704,OhioR,711.7089365780198,405.392018654129,590.0824735153042,324.7704435204435,457514372.19,0.18,5003551.6,tons/km2
Lumber 1 Construction,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,51373773.54,0.08,856887.9029126214,tons/km2
Midwest Ingredients Inc,-89.759969,40.788053,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,89904103.69,0.14,856887.9029126214,tons/km2
Monica Elevator CO,-89.759969,40.788053,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,89904103.69,0.14,856887.9029126214,tons/km2
Northern Grain Marketing,-89.528673,41.404133,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,77060660.3,0.12,856887.9029126214,tons/km2
P&K Quality Construction,-89.277259,39.545839,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,89904103.69,0.14,856887.9029126214,tons/km2
Path Construction Co Inc,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,44952051.84,0.07,856887.9029126214,tons/km2
Prentice Farmers Elevator,-90.247407,39.973553,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,96325825.38,0.15,856887.9029126214,tons/km2
"R.A. James Construction, Inc.",-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,38530330.15,0.06,856887.9029126214,tons/km2
Reyes Group Limited,-87.816836,41.840134,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,19265165.08,0.03,856887.9029126214,tons/km2
Roanoke Farmers Association,-89.211128,40.788226,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,64217216.92,0.1,856887.9029126214,tons/km2
Robert P Johnson Grain Company,-90.201473,39.715563,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,38530330.15,0.06,856887.9029126214,tons/km2
Rock River Lumber & Grain Company,-89.9141,41.756286,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,57795495.23,0.09,856887.9029126214,tons/km2
Shore Sales CO Inc,-88.199166,40.140104,OhioR,711.7089365780198,405.392018654129,590.0824735153042,324.7704435204435,101669860.49,0.04,5003551.6,tons/km2
Siemer Milling Company,-88.589866,39.059805,OhioR,711.7089365780198,405.392018654129,590.0824735153042,324.7704435204435,152504790.73,0.06,5003551.6,tons/km2
Stanford Grain Company,-88.847333,40.490883,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,25686886.77,0.04,856887.9029126214,tons/km2
Top Ag Cooperative,-89.435552,38.88684,MissppRN,1049.3226741878393,598.211315340791,871.5421191249168,478.6190018642161,19265165.08,0.03,856887.9029126214,tons/km2
