Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,11322420.58,0.02,814786.8543689321,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,50950892.63,0.09,814786.8543689321,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,50950892.63,0.09,814786.8543689321,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,84918154.38,0.15,814786.8543689321,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,56612102.92,0.1,814786.8543689321,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,11322420.58,0.02,814786.8543689321,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,79256944.09,0.14,814786.8543689321,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,653.194320298587,435.4647120604725,499.01358307444616,332.674982348788,299487841.78,0.13,4798615.9,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,28306051.46,0.05,814786.8543689321,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,16983630.88,0.03,814786.8543689321,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,90579364.67,0.16,814786.8543689321,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,79256944.09,0.14,814786.8543689321,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,101901785.25,0.18,814786.8543689321,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,28306051.46,0.05,814786.8543689321,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,22644841.17,0.04,814786.8543689321,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,56612102.92,0.1,814786.8543689321,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,62273313.21,0.11,814786.8543689321,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,28306051.46,0.05,814786.8543689321,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,96240574.96,0.17,814786.8543689321,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,62273313.21,0.11,814786.8543689321,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,653.194320298587,435.4647120604725,499.01358307444616,332.674982348788,115187631.45,0.05,4798615.9,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,945.4436985921712,630.2955313862071,722.0971150132989,481.3986225605028,113224205.84,0.2,814786.8543689321,tons/km2
