Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,100661279.19,0.2,575300.6718446602,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,95628215.23,0.19,575300.6718446602,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,25165319.8,0.05,575300.6718446602,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,80529023.35,0.16,575300.6718446602,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,85562087.31,0.17,575300.6718446602,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,55363703.56,0.11,575300.6718446602,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,40264511.68,0.08,575300.6718446602,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,786.8397435897435,523.196193922088,664.4736842105264,443.3677685950413,297647694.32,0.16,3077572.249,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,65429831.47,0.13,575300.6718446602,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,20132255.84,0.04,575300.6718446602,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,20132255.84,0.04,575300.6718446602,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,95628215.23,0.19,575300.6718446602,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,65429831.47,0.13,575300.6718446602,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,10066127.92,0.02,575300.6718446602,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,10066127.92,0.02,575300.6718446602,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,100661279.19,0.2,575300.6718446602,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,40264511.68,0.08,575300.6718446602,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,95628215.23,0.19,575300.6718446602,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1135.057884231537,758.413043478261,963.3722126929674,642.5888650963598,100661279.19,0.2,575300.6718446602,tons/km2
