Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,6043633.72,0.01,835592.1747572816,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,78567238.32,0.13,835592.1747572816,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,72523604.6,0.12,835592.1747572816,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,30218168.58,0.05,835592.1747572816,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,30218168.58,0.05,835592.1747572816,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,24174534.87,0.04,835592.1747572816,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,18130901.15,0.03,835592.1747572816,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,668.6916136587444,445.7924094584385,530.7290830815605,353.81872336478455,120801018.69,0.05,4834381.0,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,78567238.32,0.13,835592.1747572816,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,42305436.02,0.07,835592.1747572816,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,12087267.43,0.02,835592.1747572816,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,60436337.17,0.1,835592.1747572816,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,36261802.3,0.06,835592.1747572816,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,102741773.19,0.17,835592.1747572816,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,96698139.47,0.16,835592.1747572816,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,102741773.19,0.17,835592.1747572816,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,48349069.73,0.08,835592.1747572816,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,108785406.9,0.18,835592.1747572816,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,6043633.72,0.01,835592.1747572816,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,42305436.02,0.07,835592.1747572816,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,668.6916136587444,445.7924094584385,530.7290830815605,353.81872336478455,120801018.69,0.05,4834381.0,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,90654505.75,0.15,835592.1747572816,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,108785406.9,0.18,835592.1747572816,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,66479970.89,0.11,835592.1747572816,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,90654505.75,0.15,835592.1747572816,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,120872674.34,0.2,835592.1747572816,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,36261802.3,0.06,835592.1747572816,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,30218168.58,0.05,835592.1747572816,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,18130901.15,0.03,835592.1747572816,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,102741773.19,0.17,835592.1747572816,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,12087267.43,0.02,835592.1747572816,tons/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,66479970.89,0.11,835592.1747572816,tons/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,967.8706818002856,645.2478064395165,767.9906675348639,511.9929576237209,24174534.87,0.04,835592.1747572816,tons/km2
