Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea(km2),Yield Unit
Agency Rail LLC,-88.847333,40.490883,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,58106656.26,0.1,676533.7213592232,tons/km2
Airial Construction,-88.085602,41.851961,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,104591981.28,0.18,676533.7213592232,tons/km2
"Alliance Builders And Construction, Inc.",-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,81349318.77,0.14,676533.7213592232,tons/km2
Artix Construction Inc,-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,46485325.01,0.08,676533.7213592232,tons/km2
Assumption Cooperative Grain,-89.277259,39.545839,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,52295990.64,0.09,676533.7213592232,tons/km2
Atkinson Grain & Fertilizer,-90.131437,41.353145,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,110402646.9,0.19,676533.7213592232,tons/km2
B A B Grain,-89.658883,39.758174,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,92970650.02,0.16,676533.7213592232,tons/km2
Bridgeport Grain INC,-87.726786,38.719963,OhioR,770.4582651391162,513.6406165361698,654.1767961830163,436.1180577375854,358219927.73,0.17,3549834.2399999998,tons/km2
Copper Construction Co,-88.085602,41.851961,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,40674659.39,0.07,676533.7213592232,tons/km2
Crea Construction,-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,11621331.25,0.02,676533.7213592232,tons/km2
Danvers Farmers Elevator,-88.847333,40.490883,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,5810665.63,0.01,676533.7213592232,tons/km2
Donovan Farmers Cooperative,-87.824344,40.747251,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,63917321.89,0.11,676533.7213592232,tons/km2
Eminence Grain & Coal CO,-89.367545,40.124564,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,81349318.77,0.14,676533.7213592232,tons/km2
Farmers Grain Company Of Latham,-89.367545,40.124564,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,69727987.52,0.12,676533.7213592232,tons/km2
Farmers Grain Service Inc,-88.885951,41.344002,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,87159984.4,0.15,676533.7213592232,tons/km2
Geneva Construction Co,-88.428645,41.938852,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,81349318.77,0.14,676533.7213592232,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,17431996.88,0.03,676533.7213592232,tons/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,23242662.51,0.04,676533.7213592232,tons/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,46485325.01,0.08,676533.7213592232,tons/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,63917321.89,0.11,676533.7213592232,tons/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,770.4582651391162,513.6406165361698,654.1767961830163,436.1180577375854,147502323.18,0.07,3549834.2399999998,tons/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,98781315.65,0.17,676533.7213592232,tons/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,110402646.9,0.19,676533.7213592232,tons/km2
Heartland Construction,-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,5810665.63,0.01,676533.7213592232,tons/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,98781315.65,0.17,676533.7213592232,tons/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,98781315.65,0.17,676533.7213592232,tons/km2
I D Construction,-88.452342,42.324432,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,98781315.65,0.17,676533.7213592232,tons/km2
Jayco Construction,-89.658883,39.758174,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,75538653.14,0.13,676533.7213592232,tons/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,34863993.76,0.06,676533.7213592232,tons/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,52295990.64,0.09,676533.7213592232,tons/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,46485325.01,0.08,676533.7213592232,tons/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,11621331.25,0.02,676533.7213592232,tons/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,40674659.39,0.07,676533.7213592232,tons/km2
Lincolnland Agri-Energy,-87.759567,39.002704,OhioR,770.4582651391162,513.6406165361698,654.1767961830163,436.1180577375854,379291688.18,0.18,3549834.2399999998,tons/km2
Lumber 1 Construction,-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,17431996.88,0.03,676533.7213592232,tons/km2
Midwest Ingredients Inc,-89.759969,40.788053,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,46485325.01,0.08,676533.7213592232,tons/km2
Monica Elevator CO,-89.759969,40.788053,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,81349318.77,0.14,676533.7213592232,tons/km2
Northern Grain Marketing,-89.528673,41.404133,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,92970650.02,0.16,676533.7213592232,tons/km2
P&K Quality Construction,-89.277259,39.545839,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,5810665.63,0.01,676533.7213592232,tons/km2
Path Construction Co Inc,-87.816836,41.840134,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,40674659.39,0.07,676533.7213592232,tons/km2
Prentice Farmers Elevator,-90.247407,39.973553,MissppRN,1115.1709304269841,743.4468094186699,946.1592236139894,630.7742547740269,17431996.88,0.03,676533.7213592232,tons/km2
